"RBallID","HomeTeam","AwayTeam","Timestamp","Incident","IncidentNumber","Minute"
1206910,"Manchester United FC","Brighton & Hove Albion FC","11/10/2019 13:00:41","Lineup changed",0,0
1206910,"Manchester United FC","Brighton & Hove Albion FC","11/10/2019 13:01:41","Transmission Online",1,0
1206910,"Manchester United FC","Brighton & Hove Albion FC","11/10/2019 13:01:41","Scout in Stadion",2,0
1206910,"Manchester United FC","Brighton & Hove Albion FC","11/10/2019 13:54:18","Players are coming out",3,0
1206910,"Manchester United FC","Brighton & Hove Albion FC","11/10/2019 13:54:36","GCC",4,0
1206910,"Manchester United FC","Brighton & Hove Albion FC","11/10/2019 13:55:13","Players lined up",5,0
1206910,"Manchester United FC","Brighton & Hove Albion FC","11/10/2019 13:55:29","Jersey Changed",6,0
1206910,"Manchester United FC","Brighton & Hove Albion FC","11/10/2019 13:55:29","Jersey Changed",7,0
1206910,"Manchester United FC","Brighton & Hove Albion FC","11/10/2019 13:55:30","Shake hands",8,0
1206910,"Manchester United FC","Brighton & Hove Albion FC","11/10/2019 13:56:38","Flip coin",9,0
1206910,"Manchester United FC","Brighton & Hove Albion FC","11/10/2019 13:56:42","Minute of silent",10,0
1206910,"Manchester United FC","Brighton & Hove Albion FC","11/10/2019 13:59:32","Game about to start",11,0
1206910,"Manchester United FC","Brighton & Hove Albion FC","11/10/2019 14:00:20","Start RT1 Team 1",12,1
1206910,"Manchester United FC","Brighton & Hove Albion FC","11/10/2019 14:00:21","SAFE1",13,1
1206910,"Manchester United FC","Brighton & Hove Albion FC","11/10/2019 14:00:23","AT1",14,1
1206910,"Manchester United FC","Brighton & Hove Albion FC","11/10/2019 14:00:25","POSSIBLE_TI",15,1
1206910,"Manchester United FC","Brighton & Hove Albion FC","11/10/2019 14:00:27","TI2",16,1
1206910,"Manchester United FC","Brighton & Hove Albion FC","11/10/2019 14:00:37","Restart",17,1
1206910,"Manchester United FC","Brighton & Hove Albion FC","11/10/2019 14:00:42","DANGER1",18,1
1206910,"Manchester United FC","Brighton & Hove Albion FC","11/10/2019 14:00:42","DAT1",19,1
1206910,"Manchester United FC","Brighton & Hove Albion FC","11/10/2019 14:00:46","SAFE2",20,1
1206910,"Manchester United FC","Brighton & Hove Albion FC","11/10/2019 14:00:49","AT2",21,1
1206910,"Manchester United FC","Brighton & Hove Albion FC","11/10/2019 14:00:50","DANGER2",22,1
1206910,"Manchester United FC","Brighton & Hove Albion FC","11/10/2019 14:00:50","DAT2",23,1
1206910,"Manchester United FC","Brighton & Hove Albion FC","11/10/2019 14:00:53","SAFE2",24,1
1206910,"Manchester United FC","Brighton & Hove Albion FC","11/10/2019 14:00:55","AT2",25,1
1206910,"Manchester United FC","Brighton & Hove Albion FC","11/10/2019 14:00:57","SAFE2",26,1
1206910,"Manchester United FC","Brighton & Hove Albion FC","11/10/2019 14:00:58","AT2",27,1
1206910,"Manchester United FC","Brighton & Hove Albion FC","11/10/2019 14:01:03","SAFE2",28,1
1206910,"Manchester United FC","Brighton & Hove Albion FC","11/10/2019 14:01:07","AT2",29,1
1206910,"Manchester United FC","Brighton & Hove Albion FC","11/10/2019 14:01:13","SAFE2",30,1
1206910,"Manchester United FC","Brighton & Hove Albion FC","11/10/2019 14:01:30","AT1",31,2
1206910,"Manchester United FC","Brighton & Hove Albion FC","11/10/2019 14:01:33","SAFE2",32,2
1206910,"Manchester United FC","Brighton & Hove Albion FC","11/10/2019 14:01:40","AT2",33,2
1206910,"Manchester United FC","Brighton & Hove Albion FC","11/10/2019 14:01:44","DANGER2",34,2
1206910,"Manchester United FC","Brighton & Hove Albion FC","11/10/2019 14:01:44","DAT2",35,2
