"RBallID","HomeTeam","AwayTeam","Timestamp","Incident","IncidentNumber","Minute"
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 11:50:48","Transmission Online",0,0
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 11:50:57","GCC",1,0
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 13:01:28","Lineup changed",2,0
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 13:02:24","Scout in Stadion",3,0
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 13:57:07","Players are coming out",4,0
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 13:57:08","Shake hands",5,0
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 13:58:12","Jersey Changed",6,0
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 13:58:12","Jersey Changed",7,0
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 13:58:37","Photo taking",8,0
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 13:58:58","Flip coin",9,0
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 13:59:45","Game about to start",10,0
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:00:03","Start RT1 Team 1",11,1
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:00:11","AT1",12,1
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:00:14","SAFE2",13,1
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:00:18","AT2",14,1
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:00:22","DANGER2",15,1
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:00:22","DAT2",16,1
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:00:23","SAFE1",17,1
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:00:35","AT1",18,1
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:00:41","DANGER1",19,1
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:00:41","DAT1",20,1
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:00:43","SAFE2",21,1
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:00:56","SAFE2",22,1
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:01:18","SAFE2",23,2
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:01:29","AT2",24,2
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:01:32","DANGER2",25,2
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:01:32","DAT2",26,2
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:01:37","PCR2",27,2
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:01:38","CR2",28,2
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:01:42","Ball Position",29,2
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:02:01","Restart",30,2
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:02:10","SAFE1",31,3
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:02:11","GK1",32,3
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:02:41","Restart",33,3
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:02:42","AT1",34,3
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:02:45","SAFE2",35,3
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:02:47","SAFE1",36,3
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:02:54","AT1",37,3
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:02:58","SAFE2",38,3
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:03:07","AT2",39,4
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:03:13","Possible Free Kick",40,4
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:03:14","SAFE1",42,4
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:03:14","F2",43,4
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:03:14","FK1",44,4
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:03:14","Ball Position",45,4
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:03:28","Restart",46,4
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:03:29","SAFE1",47,4
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:03:33","AT1",48,4
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:03:44","SAFE2",49,4
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:03:45","GK2",50,4
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:03:51","Restart",51,4
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:03:52","SAFE2",52,4
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:04:59","AT2",53,5
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:05:04","SAFE1",54,6
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:05:07","AT1",55,6
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:05:11","DANGER1",56,6
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:05:11","DAT1",57,6
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:05:17","SAFE2",58,6
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:05:23","AT2",59,6
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:05:28","SAFE1",60,6
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:05:38","AT1",61,6
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:05:47","SAFE2",62,6
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:05:50","AT2",63,6
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:05:54","DANGER2",64,6
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:05:54","DAT2",65,6
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:05:58","SAFE1",66,6
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:06:14","AT1",67,7
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:06:17","SAFE1",68,7
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:06:32","AT1",69,7
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:06:38","DANGER1",70,7
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:06:38","DAT1",71,7
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:06:47","SAFE2",72,7
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:07:05","AT2",73,8
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:07:22","DANGER2",74,8
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:07:22","DAT2",75,8
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:07:37","SAFE1",76,8
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:07:43","AT2",77,8
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:07:45","DANGER2",78,8
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:07:45","DAT2",79,8
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:07:55","POSSIBLE_TI",80,8
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:07:55","TI2",81,8
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:08:07","Restart",82,9
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:08:42","SAFE2",83,9
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:08:49","AT2",84,9
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:08:58","SAFE2",85,9
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:09:04","POSSIBLE_TI",86,10
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:09:04","TI1",87,10
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:09:20","Restart",88,10
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:09:21","AT1",89,10
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:09:29","SAFE2",90,10
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:09:34","AT2",91,10
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:09:38","SAFE1",92,10
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:09:41","AT1",93,10
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:09:44","SAFE2",94,10
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:09:57","AT2",95,10
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:10:22","POSSIBLE_TI",96,11
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:10:23","TI2",97,11
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:10:36","Restart",98,11
1020168,"Cardiff City FC","Manchester City FC","09/22/2018 14:10:44","SAFE1",99,11
