"RBallID","HomeTeam","AwayTeam","Timestamp","Incident","IncidentNumber","Minute"
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 14:06:29","Transmission Online",0,0
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 14:10:35","Lineup changed",1,0
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 14:34:43","Scout in Stadion",2,0
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 14:35:07","GCC",3,0
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 14:58:56","GCC",4,0
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:08:20","GCC",5,0
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:12:33","Players are coming out",6,0
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:12:44","Players lined up",7,0
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:13:15","Shake hands",8,0
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:13:54","Jersey Changed",9,0
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:13:54","Jersey Changed",10,0
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:14:27","Photo taking",11,0
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:14:56","Flip coin",12,0
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:15:34","Game about to start",13,0
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:16:00","Start RT1 Team 2",14,1
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:16:01","SAFE2",15,1
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:16:21","AT2",16,1
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:16:31","SAFE1",17,1
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:16:33","AT1",18,1
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:16:36","DANGER1",19,1
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:16:36","DAT1",20,1
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:16:44","SAFE2",21,1
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:17:07","SAFE1",22,2
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:17:21","AT1",23,2
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:17:25","DANGER1",24,2
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:17:25","DAT1",25,2
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:17:40","SAFE2",26,2
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:17:41","Possible Free Kick",27,2
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:17:42","F1",29,2
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:17:42","FK2",30,2
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:17:42","Ball Position",31,2
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:18:02","Restart",32,3
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:18:06","AT2",33,3
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:18:10","SAFE1",34,3
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:18:10","Possible Free Kick",35,3
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:18:10","F2",37,3
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:18:10","FK1",38,3
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:18:10","Ball Position",39,3
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:18:15","Restart",40,3
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:18:16","SAFE1",41,3
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:18:32","AT1",42,3
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:18:52","SAFE1",43,3
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:18:56","AT1",44,3
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:18:59","SAFE1",45,3
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:19:07","AT1",46,4
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:19:11","DANGER1",47,4
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:19:11","DAT1",48,4
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:19:22","SAFE1",49,4
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:19:27","AT1",50,4
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:19:30","DANGER1",51,4
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:19:30","DAT1",52,4
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:19:57","SAFE1",53,4
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:20:01","AT1",54,5
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:20:12","DANGER1",55,5
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:20:12","DAT1",56,5
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:20:15","POSSIBLE_TI",57,5
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:20:15","TI1",58,5
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:20:20","Restart",59,5
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:20:58","SAFE2",60,5
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:21:00","AT2",61,6
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:21:02","DANGER2",62,6
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:21:02","DAT2",63,6
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:21:15","SAFE1",64,6
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:21:21","AT1",65,6
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:21:21","DANGER1",66,6
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:21:21","DAT1",67,6
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:21:32","SAFE2",68,6
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:21:33","AT2",69,6
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:21:38","DANGER2",70,6
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:21:38","DAT2",71,6
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:22:00","SAFE1",72,6
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:22:00","Possible Free Kick",73,6
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:22:01","F2",75,7
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:22:01","FK1",76,7
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:22:01","Ball Position",77,7
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:22:15","Restart",78,7
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:22:15","SAFE1",79,7
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:22:18","AT2",80,7
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:22:18","DANGER2",81,7
1105148,"FC Barcelona","RCD Espanyol Barcelona","03/30/2019 15:22:18","DAT2",82,7
